,Dataset,Interestingness,HPO,Method,Score,Hyperparams,Duration
0,smile1,naive_avg,BOHB,FIXED,-0.0859592301327509,"[('HDBSCAN', {'min_cluster_size': 10}), ('HDBSCAN', {'min_cluster_size': 13}), ('HDBSCAN', {'min_cluster_size': 7}), ('HDBSCAN', {'min_cluster_size': 11}), ('HDBSCAN', {'min_cluster_size': 16}), ('KMeans', {'n_clusters': 7}), ('KMeans', {'n_clusters': 10}), ('KMeans', {'n_clusters': 25}), ('KMeans', {'n_clusters': 6}), ('KMeans', {'n_clusters': 4}), ('MeanShift', {'bandwidth': 12.987666253244706}), ('MeanShift', {'bandwidth': 26.275961165227717}), ('MeanShift', {'bandwidth': 1.9059812590648364}), ('MeanShift', {'bandwidth': 42.546976061976665}), ('MeanShift', {'bandwidth': 1.8574005039488013})]",130.330721616745
1,smile1,naive_avg,BOHB,BINARY,0.1572993597915882,"[('HDBSCAN', {'min_cluster_size': 11}), ('MeanShift', {'bandwidth': 5.712063247683388}), ('MeanShift', {'bandwidth': 26.7343940588329}), ('MeanShift', {'bandwidth': 25.400942272572138})]",93.34344530105592
2,smile1,naive_avg,BOHB,ALG_NUMBER,0.6105,"[('KMeans', {'n_clusters': 2}), ('MeanShift', {'bandwidth': 37.1638020889245}), ('MeanShift', {'bandwidth': 46.625041489653675}), ('MeanShift', {'bandwidth': 16.200879313548683}), ('MeanShift', {'bandwidth': 35.43314515698284})]",82.94264245033264
0,smile1,naive_avg,Optunity,FIXED,-0.1012686775663463,"[('HDBSCAN', {'min_cluster_size': 25.8603647364973}), ('HDBSCAN', {'min_cluster_size': 18.562558593749998}), ('HDBSCAN', {'min_cluster_size': 22.256660156250003}), ('HDBSCAN', {'min_cluster_size': 19.11798402176374}), ('HDBSCAN', {'min_cluster_size': 27.014472656250007}), ('KMeans', {'n_clusters': 25.51052722048626}), ('KMeans', {'n_clusters': 19.097739915857147}), ('KMeans', {'n_clusters': 25.863733511380136}), ('KMeans', {'n_clusters': 18.037391506208017}), ('KMeans', {'n_clusters': 18.832265624999998}), ('MeanShift', {'bandwidth': 24.265680419651005}), ('MeanShift', {'bandwidth': 23.372697265624993}), ('MeanShift', {'bandwidth': 22.655384765624998}), ('MeanShift', {'bandwidth': 15.388095120162275}), ('MeanShift', {'bandwidth': 16.674245710860227})]",212.6951634883881
1,smile1,naive_avg,Optunity,BINARY,0.1183019398584566,"[('HDBSCAN', {'min_cluster_size': 1.7359619108283222}), ('KMeans', {'n_clusters': 16.96663678391918}), ('KMeans', {'n_clusters': 19.676093749999996}), ('KMeans', {'n_clusters': 20.869333421071214}), ('MeanShift', {'bandwidth': 35.57936193472446})]",86.96613311767578
2,smile1,naive_avg,Optunity,ALG_NUMBER,0.1717035390811558,"[('HDBSCAN', {'min_cluster_size': 21.02900261314779}), ('HDBSCAN', {'min_cluster_size': 16.08842050481928}), ('KMeans', {'n_clusters': 15.262872366257776})]",88.76806139945984
0,impossible,naive_avg,SMAC HPO,FIXED,-0.2367120631108412,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 20,
  'HDBSCAN_1_min_cluster_size': 13,
  'HDBSCAN_2_min_cluster_size': 15,
  'HDBSCAN_3_min_cluster_size': 23,
  'HDBSCAN_4_min_cluster_size': 6,
  'KMeans_0_n_clusters': 17,
  'KMeans_1_n_clusters': 3,
  'KMeans_2_n_clusters': 18,
  'KMeans_3_n_clusters': 2,
  'KMeans_4_n_clusters': 28,
  'MeanShift_0_bandwidth': 1.2825028857216,
  'MeanShift_1_bandwidth': 18.3698593940586,
  'MeanShift_2_bandwidth': 8.1680756995454,
  'MeanShift_3_bandwidth': 21.784940505866,
  'MeanShift_4_bandwidth': 2.7303720186464,
})",952.2000033855438
1,impossible,naive_avg,SMAC HPO,BINARY,-0.1125342424964306,"Configuration(values={
  'HDBSCAN_0': np.True_,
  'HDBSCAN_1': np.False_,
  'HDBSCAN_2': np.True_,
  'HDBSCAN_3': np.False_,
  'HDBSCAN_4': np.False_,
  'KMeans_0': np.True_,
  'KMeans_1': np.False_,
  'KMeans_2': np.False_,
  'KMeans_3': np.False_,
  'KMeans_4': np.True_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.True_,
  'MeanShift_3': np.True_,
  'MeanShift_4': np.True_,
  'HDBSCAN_0_min_cluster_size': 12,
  'HDBSCAN_2_min_cluster_size': 7,
  'KMeans_0_n_clusters': 20,
  'KMeans_4_n_clusters': 6,
  'MeanShift_2_bandwidth': 3.3475104541518,
  'MeanShift_3_bandwidth': 27.1340989077464,
  'MeanShift_4_bandwidth': 2.3884199927561,
})",488.85132455825806
2,impossible,naive_avg,SMAC HPO,ALG_NUMBER,0.0276336414250416,"Configuration(values={
  'HDBSCAN': 1,
  'KMeans': 1,
  'MeanShift': 1,
  'HDBSCAN_0_min_cluster_size': 18,
  'KMeans_0_n_clusters': 22,
  'MeanShift_0_bandwidth': 3.5180420923047,
})",489.374449968338
0,impossible,naive_avg,SMAC BB,FIXED,-0.0989376902747224,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 30,
  'HDBSCAN_1_min_cluster_size': 29,
  'HDBSCAN_2_min_cluster_size': 22,
  'HDBSCAN_3_min_cluster_size': 3,
  'HDBSCAN_4_min_cluster_size': 12,
  'KMeans_0_n_clusters': 22,
  'KMeans_1_n_clusters': 26,
  'KMeans_2_n_clusters': 2,
  'KMeans_3_n_clusters': 12,
  'KMeans_4_n_clusters': 30,
  'MeanShift_0_bandwidth': 33.8931863187348,
  'MeanShift_1_bandwidth': 0.1095643231292,
  'MeanShift_2_bandwidth': 0.1021241380863,
  'MeanShift_3_bandwidth': 0.1019406056847,
  'MeanShift_4_bandwidth': 11.3455673146946,
})",837.301840543747
1,impossible,naive_avg,SMAC BB,BINARY,0.2430995331128327,"Configuration(values={
  'HDBSCAN_0': np.False_,
  'HDBSCAN_1': np.False_,
  'HDBSCAN_2': np.True_,
  'HDBSCAN_3': np.True_,
  'HDBSCAN_4': np.False_,
  'KMeans_0': np.False_,
  'KMeans_1': np.False_,
  'KMeans_2': np.False_,
  'KMeans_3': np.False_,
  'KMeans_4': np.False_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.True_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.False_,
  'HDBSCAN_2_min_cluster_size': 10,
  'HDBSCAN_3_min_cluster_size': 12,
  'MeanShift_1_bandwidth': 0.1230604360075,
})",474.9684419631958
2,impossible,naive_avg,SMAC BB,ALG_NUMBER,0.623,"Configuration(values={
  'HDBSCAN': 1,
  'KMeans': 0,
  'MeanShift': 0,
  'HDBSCAN_0_min_cluster_size': 23,
})",493.60011053085327
0,impossible,naive_avg,SMAC AC,FIXED,-0.2052587997717373,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 27,
  'HDBSCAN_1_min_cluster_size': 27,
  'HDBSCAN_2_min_cluster_size': 26,
  'HDBSCAN_3_min_cluster_size': 1,
  'HDBSCAN_4_min_cluster_size': 3,
  'KMeans_0_n_clusters': 14,
  'KMeans_1_n_clusters': 3,
  'KMeans_2_n_clusters': 16,
  'KMeans_3_n_clusters': 22,
  'KMeans_4_n_clusters': 4,
  'MeanShift_0_bandwidth': 6.993891749048,
  'MeanShift_1_bandwidth': 12.6330022654171,
  'MeanShift_2_bandwidth': 16.3986330367065,
  'MeanShift_3_bandwidth': 14.1077296216135,
  'MeanShift_4_bandwidth': 18.029633561809,
})",347.35961961746216
1,impossible,naive_avg,SMAC AC,BINARY,-0.1632606133386069,"Configuration(values={
  'HDBSCAN_0': np.True_,
  'HDBSCAN_1': np.False_,
  'HDBSCAN_2': np.True_,
  'HDBSCAN_3': np.True_,
  'HDBSCAN_4': np.False_,
  'KMeans_0': np.False_,
  'KMeans_1': np.False_,
  'KMeans_2': np.False_,
  'KMeans_3': np.True_,
  'KMeans_4': np.False_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.True_,
  'HDBSCAN_0_min_cluster_size': 23,
  'HDBSCAN_2_min_cluster_size': 17,
  'HDBSCAN_3_min_cluster_size': 17,
  'KMeans_3_n_clusters': 5,
  'MeanShift_4_bandwidth': 11.4483054595504,
})",201.86353588104248
2,impossible,naive_avg,SMAC AC,ALG_NUMBER,-0.1005066311345089,"Configuration(values={
  'HDBSCAN': 3,
  'KMeans': 0,
  'MeanShift': 5,
  'HDBSCAN_0_min_cluster_size': 5,
  'HDBSCAN_1_min_cluster_size': 7,
  'HDBSCAN_2_min_cluster_size': 12,
  'MeanShift_0_bandwidth': 3.2898900290785,
  'MeanShift_1_bandwidth': 9.3885536392069,
  'MeanShift_2_bandwidth': 25.5997806009651,
  'MeanShift_3_bandwidth': 6.1223658697871,
  'MeanShift_4_bandwidth': 2.2045032759353,
})",236.68024682998657
0,impossible,naive_avg,BOHB,FIXED,-0.2081396357195645,"[('HDBSCAN', {'min_cluster_size': 26}), ('HDBSCAN', {'min_cluster_size': 8}), ('HDBSCAN', {'min_cluster_size': 19}), ('HDBSCAN', {'min_cluster_size': 9}), ('HDBSCAN', {'min_cluster_size': 4}), ('KMeans', {'n_clusters': 27}), ('KMeans', {'n_clusters': 27}), ('KMeans', {'n_clusters': 19}), ('KMeans', {'n_clusters': 13}), ('KMeans', {'n_clusters': 23}), ('MeanShift', {'bandwidth': 31.15474280180536}), ('MeanShift', {'bandwidth': 48.79801310001523}), ('MeanShift', {'bandwidth': 17.58024724787284}), ('MeanShift', {'bandwidth': 41.70285274290113}), ('MeanShift', {'bandwidth': 41.24144535803631})]",1079.6839852333069
1,impossible,naive_avg,BOHB,BINARY,-0.052463524318471,"[('KMeans', {'n_clusters': 9}), ('KMeans', {'n_clusters': 25}), ('KMeans', {'n_clusters': 11}), ('MeanShift', {'bandwidth': 11.95992281811191}), ('MeanShift', {'bandwidth': 26.782052540627934}), ('MeanShift', {'bandwidth': 38.56774245106216})]",603.7010810375214
2,impossible,naive_avg,BOHB,ALG_NUMBER,-0.0842579423549783,"[('KMeans', {'n_clusters': 27}), ('MeanShift', {'bandwidth': 26.068036600788712}), ('MeanShift', {'bandwidth': 16.57958548429383})]",623.2613730430603
0,impossible,naive_avg,Optunity,FIXED,-0.2027098595600887,"[('HDBSCAN', {'min_cluster_size': 8.732335900816835}), ('HDBSCAN', {'min_cluster_size': 11.761396489517008}), ('HDBSCAN', {'min_cluster_size': 2.913320312500003}), ('HDBSCAN', {'min_cluster_size': 25.50723679016867}), ('HDBSCAN', {'min_cluster_size': 27.064389837550422}), ('KMeans', {'n_clusters': 3.2407059197384807}), ('KMeans', {'n_clusters': 8.173922962190211}), ('KMeans', {'n_clusters': 2.972343750000003}), ('KMeans', {'n_clusters': 13.312912386332316}), ('KMeans', {'n_clusters': 12.323906249999997}), ('MeanShift', {'bandwidth': 46.044515286976704}), ('MeanShift', {'bandwidth': 4.640559136351018}), ('MeanShift', {'bandwidth': 39.86374150969205}), ('MeanShift', {'bandwidth': 3.002386718750012}), ('MeanShift', {'bandwidth': 13.996152624286351})]",1490.1614046096802
1,impossible,naive_avg,Optunity,BINARY,-0.1024236257537696,"[('HDBSCAN', {'min_cluster_size': 17.917421875}), ('HDBSCAN', {'min_cluster_size': 8.515078124999999}), ('HDBSCAN', {'min_cluster_size': 6.815859374999999}), ('HDBSCAN', {'min_cluster_size': 19.729921875000002}), ('HDBSCAN', {'min_cluster_size': 20.106015624999998}), ('MeanShift', {'bandwidth': 19.915757812500004}), ('MeanShift', {'bandwidth': 5.920498702987119})]",1297.5054700374603
2,impossible,naive_avg,Optunity,ALG_NUMBER,0.0310725645050538,"[('HDBSCAN', {'min_cluster_size': 1.0406086279379672}), ('HDBSCAN', {'min_cluster_size': 25.62173105800243}), ('HDBSCAN', {'min_cluster_size': 22.592988989691413}), ('HDBSCAN', {'min_cluster_size': 15.169492781980358}), ('HDBSCAN', {'min_cluster_size': 2.4374598851723897}), ('MeanShift', {'bandwidth': 33.691128732727485})]",270.601419210434
0,rings,naive_avg,SMAC HPO,FIXED,-0.0972042580692506,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 1,
  'HDBSCAN_1_min_cluster_size': 30,
  'HDBSCAN_2_min_cluster_size': 6,
  'HDBSCAN_3_min_cluster_size': 4,
  'HDBSCAN_4_min_cluster_size': 24,
  'KMeans_0_n_clusters': 20,
  'KMeans_1_n_clusters': 14,
  'KMeans_2_n_clusters': 16,
  'KMeans_3_n_clusters': 24,
  'KMeans_4_n_clusters': 3,
  'MeanShift_0_bandwidth': 8.450673436746,
  'MeanShift_1_bandwidth': 44.7093271670863,
  'MeanShift_2_bandwidth': 0.4890167630278,
  'MeanShift_3_bandwidth': 1.4760550156236,
  'MeanShift_4_bandwidth': 20.3080256571993,
})",205.7921206951141
1,rings,naive_avg,SMAC HPO,BINARY,-0.0200672709797495,"Configuration(values={
  'HDBSCAN_0': np.True_,
  'HDBSCAN_1': np.False_,
  'HDBSCAN_2': np.False_,
  'HDBSCAN_3': np.False_,
  'HDBSCAN_4': np.True_,
  'KMeans_0': np.False_,
  'KMeans_1': np.False_,
  'KMeans_2': np.False_,
  'KMeans_3': np.False_,
  'KMeans_4': np.False_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.True_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.True_,
  'HDBSCAN_0_min_cluster_size': 10,
  'HDBSCAN_4_min_cluster_size': 24,
  'MeanShift_2_bandwidth': 3.0143790494651,
  'MeanShift_4_bandwidth': 41.532256995514,
})",128.5351600646973
2,rings,naive_avg,SMAC HPO,ALG_NUMBER,0.3095,"Configuration(values={
  'HDBSCAN': 0,
  'KMeans': 1,
  'MeanShift': 0,
  'KMeans_0_n_clusters': 20,
})",103.95000839233398
0,rings,naive_avg,SMAC BB,FIXED,-0.0170229961749923,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 11,
  'HDBSCAN_1_min_cluster_size': 22,
  'HDBSCAN_2_min_cluster_size': 29,
  'HDBSCAN_3_min_cluster_size': 1,
  'HDBSCAN_4_min_cluster_size': 4,
  'KMeans_0_n_clusters': 15,
  'KMeans_1_n_clusters': 17,
  'KMeans_2_n_clusters': 2,
  'KMeans_3_n_clusters': 25,
  'KMeans_4_n_clusters': 12,
  'MeanShift_0_bandwidth': 11.8297536617224,
  'MeanShift_1_bandwidth': 0.1163908799417,
  'MeanShift_2_bandwidth': 14.8840615884746,
  'MeanShift_3_bandwidth': 0.1071865294812,
  'MeanShift_4_bandwidth': 0.6110306142811,
})",275.49493956565857
1,rings,naive_avg,SMAC BB,BINARY,0.0605483777662886,"Configuration(values={
  'HDBSCAN_0': np.True_,
  'HDBSCAN_1': np.True_,
  'HDBSCAN_2': np.False_,
  'HDBSCAN_3': np.True_,
  'HDBSCAN_4': np.False_,
  'KMeans_0': np.False_,
  'KMeans_1': np.False_,
  'KMeans_2': np.False_,
  'KMeans_3': np.True_,
  'KMeans_4': np.True_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.True_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.False_,
  'HDBSCAN_0_min_cluster_size': 22,
  'HDBSCAN_1_min_cluster_size': 7,
  'HDBSCAN_3_min_cluster_size': 29,
  'KMeans_3_n_clusters': 17,
  'KMeans_4_n_clusters': 25,
  'MeanShift_1_bandwidth': 0.1016116096742,
})",183.03674221038816
2,rings,naive_avg,SMAC BB,ALG_NUMBER,0.3215,"Configuration(values={
  'HDBSCAN': 0,
  'KMeans': 1,
  'MeanShift': 0,
  'KMeans_0_n_clusters': 16,
})",177.25498390197754
0,rings,naive_avg,SMAC AC,FIXED,-0.16682898102139,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 17,
  'HDBSCAN_1_min_cluster_size': 8,
  'HDBSCAN_2_min_cluster_size': 5,
  'HDBSCAN_3_min_cluster_size': 2,
  'HDBSCAN_4_min_cluster_size': 11,
  'KMeans_0_n_clusters': 6,
  'KMeans_1_n_clusters': 18,
  'KMeans_2_n_clusters': 26,
  'KMeans_3_n_clusters': 14,
  'KMeans_4_n_clusters': 29,
  'MeanShift_0_bandwidth': 36.4151796661885,
  'MeanShift_1_bandwidth': 15.2176959425829,
  'MeanShift_2_bandwidth': 4.5254532237197,
  'MeanShift_3_bandwidth': 1.2266117336903,
  'MeanShift_4_bandwidth': 0.6438585110133,
})",146.46918845176697
1,rings,naive_avg,SMAC AC,BINARY,-0.1105171077702376,"Configuration(values={
  'HDBSCAN_0': np.True_,
  'HDBSCAN_1': np.True_,
  'HDBSCAN_2': np.False_,
  'HDBSCAN_3': np.True_,
  'HDBSCAN_4': np.False_,
  'KMeans_0': np.False_,
  'KMeans_1': np.True_,
  'KMeans_2': np.True_,
  'KMeans_3': np.True_,
  'KMeans_4': np.False_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.True_,
  'MeanShift_3': np.True_,
  'MeanShift_4': np.False_,
  'HDBSCAN_0_min_cluster_size': 17,
  'HDBSCAN_1_min_cluster_size': 22,
  'HDBSCAN_3_min_cluster_size': 25,
  'KMeans_1_n_clusters': 12,
  'KMeans_2_n_clusters': 19,
  'KMeans_3_n_clusters': 11,
  'MeanShift_2_bandwidth': 45.8786081436785,
  'MeanShift_3_bandwidth': 0.9881721434101,
})",105.65773677825928
2,rings,naive_avg,SMAC AC,ALG_NUMBER,0.1566507504460942,"Configuration(values={
  'HDBSCAN': 1,
  'KMeans': 1,
  'MeanShift': 0,
  'HDBSCAN_0_min_cluster_size': 29,
  'KMeans_0_n_clusters': 19,
})",72.19067764282227
0,rings,naive_avg,BOHB,FIXED,-0.1541726942292924,"[('HDBSCAN', {'min_cluster_size': 22}), ('HDBSCAN', {'min_cluster_size': 28}), ('HDBSCAN', {'min_cluster_size': 19}), ('HDBSCAN', {'min_cluster_size': 28}), ('HDBSCAN', {'min_cluster_size': 21}), ('KMeans', {'n_clusters': 3}), ('KMeans', {'n_clusters': 11}), ('KMeans', {'n_clusters': 21}), ('KMeans', {'n_clusters': 8}), ('KMeans', {'n_clusters': 8}), ('MeanShift', {'bandwidth': 29.87769863257389}), ('MeanShift', {'bandwidth': 30.848284981832542}), ('MeanShift', {'bandwidth': 25.08196851082795}), ('MeanShift', {'bandwidth': 31.739019048454217}), ('MeanShift', {'bandwidth': 41.96146685951486})]",206.2614755630493
1,rings,naive_avg,BOHB,BINARY,0.0029574707032612,"[('HDBSCAN', {'min_cluster_size': 16}), ('KMeans', {'n_clusters': 7}), ('KMeans', {'n_clusters': 9}), ('KMeans', {'n_clusters': 9}), ('KMeans', {'n_clusters': 6}), ('MeanShift', {'bandwidth': 5.263225575804821}), ('MeanShift', {'bandwidth': 35.362543796762196}), ('MeanShift', {'bandwidth': 17.775707298678615}), ('MeanShift', {'bandwidth': 37.844534219197435})]",142.63408517837524
2,rings,naive_avg,BOHB,ALG_NUMBER,0.0237954176323595,"[('HDBSCAN', {'min_cluster_size': 12}), ('MeanShift', {'bandwidth': 48.28093143513836}), ('MeanShift', {'bandwidth': 33.612903567570385}), ('MeanShift', {'bandwidth': 18.57109512718328}), ('MeanShift', {'bandwidth': 20.688646999135855}), ('MeanShift', {'bandwidth': 45.09558890746525})]",155.12343740463257
0,rings,naive_avg,Optunity,FIXED,-0.1620743033330592,"[('HDBSCAN', {'min_cluster_size': 23.65574918141165}), ('HDBSCAN', {'min_cluster_size': 16.80699124025931}), ('HDBSCAN', {'min_cluster_size': 10.584197191028993}), ('HDBSCAN', {'min_cluster_size': 2.013300781250002}), ('HDBSCAN', {'min_cluster_size': 20.704707031249995}), ('KMeans', {'n_clusters': 15.732578124999996}), ('KMeans', {'n_clusters': 20.259609374999997}), ('KMeans', {'n_clusters': 19.029140624999997}), ('KMeans', {'n_clusters': 27.654453125000003}), ('KMeans', {'n_clusters': 14.966953124999996}), ('MeanShift', {'bandwidth': 0.138009765625001}), ('MeanShift', {'bandwidth': 17.388595703125006}), ('MeanShift', {'bandwidth': 26.549923828124996}), ('MeanShift', {'bandwidth': 25.304373046874993}), ('MeanShift', {'bandwidth': 23.830874850782777})]",238.06800770759585
1,rings,naive_avg,Optunity,BINARY,0.2243265388914182,"[('HDBSCAN', {'min_cluster_size': 7.372286628858535}), ('HDBSCAN', {'min_cluster_size': 14.904431781313475})]",137.08687114715576
2,rings,naive_avg,Optunity,ALG_NUMBER,0.0362185215520397,"[('HDBSCAN', {'min_cluster_size': 20.23606486768738}), ('HDBSCAN', {'min_cluster_size': 23.559735465935464}), ('HDBSCAN', {'min_cluster_size': 12.820134790053613}), ('HDBSCAN', {'min_cluster_size': 13.969687339239709}), ('HDBSCAN', {'min_cluster_size': 3.776588526637848})]",120.5256290435791
0,zelink3,naive_avg,SMAC HPO,FIXED,-0.0887295329144035,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 25,
  'HDBSCAN_1_min_cluster_size': 4,
  'HDBSCAN_2_min_cluster_size': 14,
  'HDBSCAN_3_min_cluster_size': 25,
  'HDBSCAN_4_min_cluster_size': 4,
  'KMeans_0_n_clusters': 21,
  'KMeans_1_n_clusters': 28,
  'KMeans_2_n_clusters': 11,
  'KMeans_3_n_clusters': 30,
  'KMeans_4_n_clusters': 6,
  'MeanShift_0_bandwidth': 29.9241810020059,
  'MeanShift_1_bandwidth': 10.7553305832669,
  'MeanShift_2_bandwidth': 46.40767640993,
  'MeanShift_3_bandwidth': 4.7566317503341,
  'MeanShift_4_bandwidth': 25.7114921239205,
})",118.44604444503784
1,zelink3,naive_avg,SMAC HPO,BINARY,0.0681743449690487,"Configuration(values={
  'HDBSCAN_0': np.True_,
  'HDBSCAN_1': np.False_,
  'HDBSCAN_2': np.False_,
  'HDBSCAN_3': np.True_,
  'HDBSCAN_4': np.True_,
  'KMeans_0': np.True_,
  'KMeans_1': np.False_,
  'KMeans_2': np.True_,
  'KMeans_3': np.False_,
  'KMeans_4': np.False_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.True_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.False_,
  'HDBSCAN_0_min_cluster_size': 18,
  'HDBSCAN_3_min_cluster_size': 8,
  'HDBSCAN_4_min_cluster_size': 24,
  'KMeans_0_n_clusters': 11,
  'KMeans_2_n_clusters': 26,
  'MeanShift_1_bandwidth': 17.5011567730457,
})",79.32162046432495
2,zelink3,naive_avg,SMAC HPO,ALG_NUMBER,0.1691517023184556,"Configuration(values={
  'HDBSCAN': 1,
  'KMeans': 2,
  'MeanShift': 0,
  'HDBSCAN_0_min_cluster_size': 10,
  'KMeans_0_n_clusters': 25,
  'KMeans_1_n_clusters': 24,
})",73.44976305961609
0,zelink3,naive_avg,SMAC BB,FIXED,0.0582910727194365,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 1,
  'HDBSCAN_1_min_cluster_size': 27,
  'HDBSCAN_2_min_cluster_size': 1,
  'HDBSCAN_3_min_cluster_size': 25,
  'HDBSCAN_4_min_cluster_size': 9,
  'KMeans_0_n_clusters': 30,
  'KMeans_1_n_clusters': 6,
  'KMeans_2_n_clusters': 25,
  'KMeans_3_n_clusters': 23,
  'KMeans_4_n_clusters': 14,
  'MeanShift_0_bandwidth': 0.1100844614916,
  'MeanShift_1_bandwidth': 0.1021707393919,
  'MeanShift_2_bandwidth': 19.1071985718974,
  'MeanShift_3_bandwidth': 0.1018621084105,
  'MeanShift_4_bandwidth': 10.9475708129226,
})",193.5288908481598
1,zelink3,naive_avg,SMAC BB,BINARY,0.1522290247822685,"Configuration(values={
  'HDBSCAN_0': np.False_,
  'HDBSCAN_1': np.True_,
  'HDBSCAN_2': np.True_,
  'HDBSCAN_3': np.False_,
  'HDBSCAN_4': np.False_,
  'KMeans_0': np.True_,
  'KMeans_1': np.False_,
  'KMeans_2': np.False_,
  'KMeans_3': np.False_,
  'KMeans_4': np.False_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.True_,
  'HDBSCAN_1_min_cluster_size': 27,
  'HDBSCAN_2_min_cluster_size': 1,
  'KMeans_0_n_clusters': 6,
  'MeanShift_4_bandwidth': 49.9814047404802,
})",121.87114810943604
2,zelink3,naive_avg,SMAC BB,ALG_NUMBER,0.1738514195624866,"Configuration(values={
  'HDBSCAN': 4,
  'KMeans': 3,
  'MeanShift': 0,
  'HDBSCAN_0_min_cluster_size': 15,
  'HDBSCAN_1_min_cluster_size': 1,
  'HDBSCAN_2_min_cluster_size': 13,
  'HDBSCAN_3_min_cluster_size': 16,
  'KMeans_0_n_clusters': 30,
  'KMeans_1_n_clusters': 29,
  'KMeans_2_n_clusters': 23,
})",108.62527179718018
0,zelink3,naive_avg,SMAC AC,FIXED,-0.0718403316178525,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 21,
  'HDBSCAN_1_min_cluster_size': 9,
  'HDBSCAN_2_min_cluster_size': 27,
  'HDBSCAN_3_min_cluster_size': 1,
  'HDBSCAN_4_min_cluster_size': 6,
  'KMeans_0_n_clusters': 30,
  'KMeans_1_n_clusters': 27,
  'KMeans_2_n_clusters': 8,
  'KMeans_3_n_clusters': 30,
  'KMeans_4_n_clusters': 24,
  'MeanShift_0_bandwidth': 25.8125880458583,
  'MeanShift_1_bandwidth': 0.8886081173386,
  'MeanShift_2_bandwidth': 14.028087023302,
  'MeanShift_3_bandwidth': 10.9956045365854,
  'MeanShift_4_bandwidth': 43.8462782785756,
})",95.8633201122284
