,Dataset,Interestingness,HPO,Method,Score,Hyperparams,Duration
1,hypercube,naive_avg,SMAC AC,BINARY,-0.0180678355970844,"Configuration(values={
  'HDBSCAN_0': np.True_,
  'HDBSCAN_1': np.False_,
  'HDBSCAN_2': np.False_,
  'HDBSCAN_3': np.False_,
  'HDBSCAN_4': np.False_,
  'KMeans_0': np.True_,
  'KMeans_1': np.True_,
  'KMeans_2': np.True_,
  'KMeans_3': np.True_,
  'KMeans_4': np.False_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.True_,
  'HDBSCAN_0_min_cluster_size': 8,
  'KMeans_0_n_clusters': 3,
  'KMeans_1_n_clusters': 2,
  'KMeans_2_n_clusters': 28,
  'KMeans_3_n_clusters': 12,
  'MeanShift_4_bandwidth': 29.9115058303594,
})",89.47804951667786
2,hypercube,naive_avg,SMAC AC,ALG_NUMBER,0.1080755232561607,"Configuration(values={
  'HDBSCAN': 3,
  'KMeans': 3,
  'MeanShift': 0,
  'HDBSCAN_0_min_cluster_size': 14,
  'HDBSCAN_1_min_cluster_size': 14,
  'HDBSCAN_2_min_cluster_size': 16,
  'KMeans_0_n_clusters': 6,
  'KMeans_1_n_clusters': 2,
  'KMeans_2_n_clusters': 24,
})",86.54552626609802
0,hypercube,naive_avg,BOHB,FIXED,-0.070350646047863,"[('HDBSCAN', {'min_cluster_size': 27}), ('HDBSCAN', {'min_cluster_size': 15}), ('HDBSCAN', {'min_cluster_size': 18}), ('HDBSCAN', {'min_cluster_size': 15}), ('HDBSCAN', {'min_cluster_size': 18}), ('KMeans', {'n_clusters': 20}), ('KMeans', {'n_clusters': 22}), ('KMeans', {'n_clusters': 25}), ('KMeans', {'n_clusters': 22}), ('KMeans', {'n_clusters': 28}), ('MeanShift', {'bandwidth': 42.31554501109509}), ('MeanShift', {'bandwidth': 13.2273147357078}), ('MeanShift', {'bandwidth': 48.09349300080355}), ('MeanShift', {'bandwidth': 36.891720665341005}), ('MeanShift', {'bandwidth': 30.90393585783903})]",118.89840841293336
1,hypercube,naive_avg,BOHB,BINARY,0.17625,"[('HDBSCAN', {'min_cluster_size': 28}), ('KMeans', {'n_clusters': 6}), ('MeanShift', {'bandwidth': 2.2223377894433165}), ('MeanShift', {'bandwidth': 1.77908956044569}), ('MeanShift', {'bandwidth': 48.39018900983913}), ('MeanShift', {'bandwidth': 42.377214731963456}), ('MeanShift', {'bandwidth': 19.655970094501754})]",87.38038301467896
2,hypercube,naive_avg,BOHB,ALG_NUMBER,0.140875,"[('HDBSCAN', {'min_cluster_size': 15}), ('MeanShift', {'bandwidth': 2.623467036509344}), ('MeanShift', {'bandwidth': 46.20120733011106}), ('MeanShift', {'bandwidth': 1.551226145064709}), ('MeanShift', {'bandwidth': 42.110425625486165})]",86.99916362762451
0,hypercube,naive_avg,Optunity,FIXED,-0.1126289017040244,"[('HDBSCAN', {'min_cluster_size': 29.760403104760925}), ('HDBSCAN', {'min_cluster_size': 14.568341143394925}), ('HDBSCAN', {'min_cluster_size': 11.361611812021176}), ('HDBSCAN', {'min_cluster_size': 26.79958430352404}), ('HDBSCAN', {'min_cluster_size': 8.696391573575864}), ('KMeans', {'n_clusters': 8.450937500000002}), ('KMeans', {'n_clusters': 8.314510046192783}), ('KMeans', {'n_clusters': 7.138437500000003}), ('KMeans', {'n_clusters': 5.350557713345898}), ('KMeans', {'n_clusters': 14.68285297159237}), ('MeanShift', {'bandwidth': 47.288317024075454}), ('MeanShift', {'bandwidth': 16.274617187500002}), ('MeanShift', {'bandwidth': 42.538781387386464}), ('MeanShift', {'bandwidth': 9.235640474948882}), ('MeanShift', {'bandwidth': 42.5968671875})]",155.84346508979797
1,hypercube,naive_avg,Optunity,BINARY,0.4225035832882577,"[('HDBSCAN', {'min_cluster_size': 21.554277602529883}), ('HDBSCAN', {'min_cluster_size': 20.4619948037976}), ('MeanShift', {'bandwidth': 0.1499370494370118})]",99.96008610725404
2,hypercube,naive_avg,Optunity,ALG_NUMBER,0.1807777777777778,"[('HDBSCAN', {'min_cluster_size': 12.016084028314385}), ('HDBSCAN', {'min_cluster_size': 29.407902442921724}), ('MeanShift', {'bandwidth': 44.357777384718425})]",56.53136324882507
0,golfball,naive_avg,SMAC HPO,FIXED,-0.0889406302735514,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 3,
  'HDBSCAN_1_min_cluster_size': 30,
  'HDBSCAN_2_min_cluster_size': 25,
  'HDBSCAN_3_min_cluster_size': 11,
  'HDBSCAN_4_min_cluster_size': 10,
  'KMeans_0_n_clusters': 18,
  'KMeans_1_n_clusters': 10,
  'KMeans_2_n_clusters': 26,
  'KMeans_3_n_clusters': 8,
  'KMeans_4_n_clusters': 12,
  'MeanShift_0_bandwidth': 11.7162018743985,
  'MeanShift_1_bandwidth': 0.5534035854906,
  'MeanShift_2_bandwidth': 0.1266456325529,
  'MeanShift_3_bandwidth': 22.5666691417276,
  'MeanShift_4_bandwidth': 32.7070190635538,
})",948.0407574176788
1,golfball,naive_avg,SMAC HPO,BINARY,0.1067576420891082,"Configuration(values={
  'HDBSCAN_0': np.False_,
  'HDBSCAN_1': np.False_,
  'HDBSCAN_2': np.True_,
  'HDBSCAN_3': np.True_,
  'HDBSCAN_4': np.True_,
  'KMeans_0': np.False_,
  'KMeans_1': np.True_,
  'KMeans_2': np.False_,
  'KMeans_3': np.False_,
  'KMeans_4': np.False_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.False_,
  'HDBSCAN_2_min_cluster_size': 19,
  'HDBSCAN_3_min_cluster_size': 16,
  'HDBSCAN_4_min_cluster_size': 20,
  'KMeans_1_n_clusters': 26,
})",272.08819580078125
2,golfball,naive_avg,SMAC HPO,ALG_NUMBER,0.0187079222988207,"Configuration(values={
  'HDBSCAN': 2,
  'KMeans': 2,
  'MeanShift': 0,
  'HDBSCAN_0_min_cluster_size': 24,
  'HDBSCAN_1_min_cluster_size': 5,
  'KMeans_0_n_clusters': 14,
  'KMeans_1_n_clusters': 14,
})",216.639714717865
0,golfball,naive_avg,SMAC BB,FIXED,0.0111527744438922,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 29,
  'HDBSCAN_1_min_cluster_size': 8,
  'HDBSCAN_2_min_cluster_size': 9,
  'HDBSCAN_3_min_cluster_size': 27,
  'HDBSCAN_4_min_cluster_size': 1,
  'KMeans_0_n_clusters': 2,
  'KMeans_1_n_clusters': 15,
  'KMeans_2_n_clusters': 23,
  'KMeans_3_n_clusters': 11,
  'KMeans_4_n_clusters': 17,
  'MeanShift_0_bandwidth': 0.1289830091656,
  'MeanShift_1_bandwidth': 49.9958837726564,
  'MeanShift_2_bandwidth': 0.1148266972561,
  'MeanShift_3_bandwidth': 0.1026162417503,
  'MeanShift_4_bandwidth': 36.8796882250344,
})",448.8156154155731
1,golfball,naive_avg,SMAC BB,BINARY,0.1358027409217931,"Configuration(values={
  'HDBSCAN_0': np.False_,
  'HDBSCAN_1': np.False_,
  'HDBSCAN_2': np.False_,
  'HDBSCAN_3': np.True_,
  'HDBSCAN_4': np.False_,
  'KMeans_0': np.True_,
  'KMeans_1': np.False_,
  'KMeans_2': np.False_,
  'KMeans_3': np.False_,
  'KMeans_4': np.True_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.False_,
  'HDBSCAN_3_min_cluster_size': 21,
  'KMeans_0_n_clusters': 14,
  'KMeans_4_n_clusters': 25,
})",246.3141250610352
2,golfball,naive_avg,SMAC BB,ALG_NUMBER,0.1452407725480532,"Configuration(values={
  'HDBSCAN': 2,
  'KMeans': 1,
  'MeanShift': 0,
  'HDBSCAN_0_min_cluster_size': 9,
  'HDBSCAN_1_min_cluster_size': 6,
  'KMeans_0_n_clusters': 14,
})",365.5295612812042
0,golfball,naive_avg,SMAC AC,FIXED,-0.1261714648556219,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 21,
  'HDBSCAN_1_min_cluster_size': 18,
  'HDBSCAN_2_min_cluster_size': 26,
  'HDBSCAN_3_min_cluster_size': 6,
  'HDBSCAN_4_min_cluster_size': 19,
  'KMeans_0_n_clusters': 24,
  'KMeans_1_n_clusters': 5,
  'KMeans_2_n_clusters': 6,
  'KMeans_3_n_clusters': 3,
  'KMeans_4_n_clusters': 29,
  'MeanShift_0_bandwidth': 6.9809013414417,
  'MeanShift_1_bandwidth': 0.6513136563207,
  'MeanShift_2_bandwidth': 4.3994256809258,
  'MeanShift_3_bandwidth': 40.8161971670055,
  'MeanShift_4_bandwidth': 26.0043846499228,
})",269.30690598487854
1,golfball,naive_avg,SMAC AC,BINARY,-0.0916094587344657,"Configuration(values={
  'HDBSCAN_0': np.False_,
  'HDBSCAN_1': np.True_,
  'HDBSCAN_2': np.True_,
  'HDBSCAN_3': np.False_,
  'HDBSCAN_4': np.False_,
  'KMeans_0': np.False_,
  'KMeans_1': np.True_,
  'KMeans_2': np.True_,
  'KMeans_3': np.True_,
  'KMeans_4': np.False_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.True_,
  'MeanShift_4': np.False_,
  'HDBSCAN_1_min_cluster_size': 12,
  'HDBSCAN_2_min_cluster_size': 2,
  'KMeans_1_n_clusters': 23,
  'KMeans_2_n_clusters': 5,
  'KMeans_3_n_clusters': 26,
  'MeanShift_3_bandwidth': 34.066504526341,
})",157.72226238250732
2,golfball,naive_avg,SMAC AC,ALG_NUMBER,0.0091259870583253,"Configuration(values={
  'HDBSCAN': 4,
  'KMeans': 5,
  'MeanShift': 0,
  'HDBSCAN_0_min_cluster_size': 21,
  'HDBSCAN_1_min_cluster_size': 14,
  'HDBSCAN_2_min_cluster_size': 14,
  'HDBSCAN_3_min_cluster_size': 11,
  'KMeans_0_n_clusters': 20,
  'KMeans_1_n_clusters': 2,
  'KMeans_2_n_clusters': 29,
  'KMeans_3_n_clusters': 28,
  'KMeans_4_n_clusters': 20,
})",151.63272738456726
0,golfball,naive_avg,BOHB,FIXED,-0.1186668366059841,"[('HDBSCAN', {'min_cluster_size': 6}), ('HDBSCAN', {'min_cluster_size': 6}), ('HDBSCAN', {'min_cluster_size': 2}), ('HDBSCAN', {'min_cluster_size': 13}), ('HDBSCAN', {'min_cluster_size': 4}), ('KMeans', {'n_clusters': 5}), ('KMeans', {'n_clusters': 3}), ('KMeans', {'n_clusters': 8}), ('KMeans', {'n_clusters': 14}), ('KMeans', {'n_clusters': 3}), ('MeanShift', {'bandwidth': 14.373065518826854}), ('MeanShift', {'bandwidth': 20.384966285150323}), ('MeanShift', {'bandwidth': 45.69128208960519}), ('MeanShift', {'bandwidth': 40.03279746545847}), ('MeanShift', {'bandwidth': 37.27572475022032})]",419.13157749176025
1,golfball,naive_avg,BOHB,BINARY,0.0187842385712204,"[('HDBSCAN', {'min_cluster_size': 29}), ('MeanShift', {'bandwidth': 36.671154924974275}), ('MeanShift', {'bandwidth': 31.874026234923804}), ('MeanShift', {'bandwidth': 28.49002007532913})]",288.45703053474426
2,golfball,naive_avg,BOHB,ALG_NUMBER,0.0422114828775261,"[('HDBSCAN', {'min_cluster_size': 9}), ('MeanShift', {'bandwidth': 43.22784187221447}), ('MeanShift', {'bandwidth': 16.795827638294696}), ('MeanShift', {'bandwidth': 9.68331099037549}), ('MeanShift', {'bandwidth': 48.677928222733705})]",261.22107219696045
0,golfball,naive_avg,Optunity,FIXED,-0.1486094111384285,"[('HDBSCAN', {'min_cluster_size': 23.876015625}), ('HDBSCAN', {'min_cluster_size': 15.719765624999997}), ('HDBSCAN', {'min_cluster_size': 21.157265625}), ('HDBSCAN', {'min_cluster_size': 3.045859375000004}), ('HDBSCAN', {'min_cluster_size': 6.331015625000001}), ('KMeans', {'n_clusters': 9.772187500000001}), ('KMeans', {'n_clusters': 26.055937500000002}), ('KMeans', {'n_clusters': 18.8371875}), ('KMeans', {'n_clusters': 19.3840625}), ('KMeans', {'n_clusters': 29.665312500000006}), ('MeanShift', {'bandwidth': 35.759007812499995}), ('MeanShift', {'bandwidth': 27.767210937499993}), ('MeanShift', {'bandwidth': 0.8913828125000096}), ('MeanShift', {'bandwidth': 18.629273437499997}), ('MeanShift', {'bandwidth': 48.039085937500005})]",529.471711397171
1,golfball,naive_avg,Optunity,BINARY,0.3575,"[('HDBSCAN', {'min_cluster_size': 15.258297207229061})]",351.75794863700867
2,golfball,naive_avg,Optunity,ALG_NUMBER,0.1250575588431845,"[('HDBSCAN', {'min_cluster_size': 12.728176565642308}), ('HDBSCAN', {'min_cluster_size': 21.581336641712515}), ('HDBSCAN', {'min_cluster_size': 23.347051466559485}), ('KMeans', {'n_clusters': 29.097304248771152}), ('KMeans', {'n_clusters': 25.448439811038227}), ('KMeans', {'n_clusters': 2.70517682736192})]",288.28553342819214
0,zelnik2,naive_avg,SMAC HPO,FIXED,-0.1411789604432943,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 11,
  'HDBSCAN_1_min_cluster_size': 18,
  'HDBSCAN_2_min_cluster_size': 30,
  'HDBSCAN_3_min_cluster_size': 6,
  'HDBSCAN_4_min_cluster_size': 13,
  'KMeans_0_n_clusters': 24,
  'KMeans_1_n_clusters': 29,
  'KMeans_2_n_clusters': 14,
  'KMeans_3_n_clusters': 14,
  'KMeans_4_n_clusters': 13,
  'MeanShift_0_bandwidth': 7.1752566817384,
  'MeanShift_1_bandwidth': 44.2507384694024,
  'MeanShift_2_bandwidth': 0.4040694698691,
  'MeanShift_3_bandwidth': 23.9689193635248,
  'MeanShift_4_bandwidth': 47.8558489443714,
})",120.7267198562622
1,zelnik2,naive_avg,SMAC HPO,BINARY,-0.0302302376451251,"Configuration(values={
  'HDBSCAN_0': np.False_,
  'HDBSCAN_1': np.True_,
  'HDBSCAN_2': np.False_,
  'HDBSCAN_3': np.False_,
  'HDBSCAN_4': np.True_,
  'KMeans_0': np.False_,
  'KMeans_1': np.True_,
  'KMeans_2': np.False_,
  'KMeans_3': np.True_,
  'KMeans_4': np.True_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.False_,
  'HDBSCAN_1_min_cluster_size': 5,
  'HDBSCAN_4_min_cluster_size': 4,
  'KMeans_1_n_clusters': 10,
  'KMeans_3_n_clusters': 4,
  'KMeans_4_n_clusters': 27,
})",78.71145057678223
2,zelnik2,naive_avg,SMAC HPO,ALG_NUMBER,0.0846031279547542,"Configuration(values={
  'HDBSCAN': 1,
  'KMeans': 2,
  'MeanShift': 0,
  'HDBSCAN_0_min_cluster_size': 21,
  'KMeans_0_n_clusters': 6,
  'KMeans_1_n_clusters': 30,
})",72.67224168777466
0,zelnik2,naive_avg,SMAC BB,FIXED,-0.1505001191301005,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 19,
  'HDBSCAN_1_min_cluster_size': 6,
  'HDBSCAN_2_min_cluster_size': 5,
  'HDBSCAN_3_min_cluster_size': 5,
  'HDBSCAN_4_min_cluster_size': 1,
  'KMeans_0_n_clusters': 6,
  'KMeans_1_n_clusters': 19,
  'KMeans_2_n_clusters': 25,
  'KMeans_3_n_clusters': 21,
  'KMeans_4_n_clusters': 21,
  'MeanShift_0_bandwidth': 32.3993697866797,
  'MeanShift_1_bandwidth': 42.0770539381541,
  'MeanShift_2_bandwidth': 24.3218996638432,
  'MeanShift_3_bandwidth': 26.9539417360909,
  'MeanShift_4_bandwidth': 22.778089725133,
})",193.08652997016907
1,zelnik2,naive_avg,SMAC BB,BINARY,0.0509763878803895,"Configuration(values={
  'HDBSCAN_0': np.True_,
  'HDBSCAN_1': np.True_,
  'HDBSCAN_2': np.False_,
  'HDBSCAN_3': np.False_,
  'HDBSCAN_4': np.True_,
  'KMeans_0': np.False_,
  'KMeans_1': np.False_,
  'KMeans_2': np.False_,
  'KMeans_3': np.False_,
  'KMeans_4': np.True_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.True_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.False_,
  'HDBSCAN_0_min_cluster_size': 2,
  'HDBSCAN_1_min_cluster_size': 16,
  'HDBSCAN_4_min_cluster_size': 4,
  'KMeans_4_n_clusters': 30,
  'MeanShift_1_bandwidth': 39.8842526159364,
})",133.22408294677734
2,zelnik2,naive_avg,SMAC BB,ALG_NUMBER,0.2672257995218348,"Configuration(values={
  'HDBSCAN': 1,
  'KMeans': 1,
  'MeanShift': 0,
  'HDBSCAN_0_min_cluster_size': 2,
  'KMeans_0_n_clusters': 2,
})",115.1592664718628
0,zelnik2,naive_avg,SMAC AC,FIXED,-0.1071225422259238,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 5,
  'HDBSCAN_1_min_cluster_size': 20,
  'HDBSCAN_2_min_cluster_size': 1,
  'HDBSCAN_3_min_cluster_size': 24,
  'HDBSCAN_4_min_cluster_size': 9,
  'KMeans_0_n_clusters': 17,
  'KMeans_1_n_clusters': 24,
  'KMeans_2_n_clusters': 19,
  'KMeans_3_n_clusters': 16,
  'KMeans_4_n_clusters': 7,
  'MeanShift_0_bandwidth': 30.2315285383773,
  'MeanShift_1_bandwidth': 48.172972526788,
  'MeanShift_2_bandwidth': 3.0655162328168,
  'MeanShift_3_bandwidth': 0.377803052755,
  'MeanShift_4_bandwidth': 36.7662358705692,
})",99.03322410583496
1,zelnik2,naive_avg,SMAC AC,BINARY,-0.0797199672286244,"Configuration(values={
  'HDBSCAN_0': np.True_,
  'HDBSCAN_1': np.True_,
  'HDBSCAN_2': np.False_,
  'HDBSCAN_3': np.True_,
  'HDBSCAN_4': np.True_,
  'KMeans_0': np.False_,
  'KMeans_1': np.True_,
  'KMeans_2': np.False_,
  'KMeans_3': np.True_,
  'KMeans_4': np.False_,
  'MeanShift_0': np.True_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.True_,
  'HDBSCAN_0_min_cluster_size': 24,
  'HDBSCAN_1_min_cluster_size': 27,
  'HDBSCAN_3_min_cluster_size': 6,
  'HDBSCAN_4_min_cluster_size': 20,
  'KMeans_1_n_clusters': 17,
  'KMeans_3_n_clusters': 19,
  'MeanShift_0_bandwidth': 37.8990920171448,
  'MeanShift_4_bandwidth': 0.8841908544673,
})",73.36152648925781
2,zelnik2,naive_avg,SMAC AC,ALG_NUMBER,-0.0291534660795338,"Configuration(values={
  'HDBSCAN': 0,
  'KMeans': 5,
  'MeanShift': 0,
  'KMeans_0_n_clusters': 27,
  'KMeans_1_n_clusters': 29,
  'KMeans_2_n_clusters': 27,
  'KMeans_3_n_clusters': 2,
  'KMeans_4_n_clusters': 22,
})",63.63349795341492
0,zelnik2,naive_avg,BOHB,FIXED,-0.1417695309795105,"[('HDBSCAN', {'min_cluster_size': 8}), ('HDBSCAN', {'min_cluster_size': 24}), ('HDBSCAN', {'min_cluster_size': 16}), ('HDBSCAN', {'min_cluster_size': 8}), ('HDBSCAN', {'min_cluster_size': 27}), ('KMeans', {'n_clusters': 8}), ('KMeans', {'n_clusters': 13}), ('KMeans', {'n_clusters': 20}), ('KMeans', {'n_clusters': 21}), ('KMeans', {'n_clusters': 10}), ('MeanShift', {'bandwidth': 18.65866030651636}), ('MeanShift', {'bandwidth': 34.45984731629127}), ('MeanShift', {'bandwidth': 42.06387870351116}), ('MeanShift', {'bandwidth': 30.58433162115962}), ('MeanShift', {'bandwidth': 38.91807419032201})]",92.08001232147215
1,zelnik2,naive_avg,BOHB,BINARY,0.0949096330595836,"[('HDBSCAN', {'min_cluster_size': 7}), ('HDBSCAN', {'min_cluster_size': 28}), ('KMeans', {'n_clusters': 17}), ('MeanShift', {'bandwidth': 7.55263539811691}), ('MeanShift', {'bandwidth': 29.917899228011414}), ('MeanShift', {'bandwidth': 49.359532507407366}), ('MeanShift', {'bandwidth': 35.25414067215785})]",62.00142025947571
2,zelnik2,naive_avg,BOHB,ALG_NUMBER,0.0948550930857198,"[('HDBSCAN', {'min_cluster_size': 22}), ('KMeans', {'n_clusters': 19}), ('MeanShift', {'bandwidth': 35.4624342634377}), ('MeanShift', {'bandwidth': 34.525790598981274}), ('MeanShift', {'bandwidth': 42.310962213388855}), ('MeanShift', {'bandwidth': 48.74185077890475}), ('MeanShift', {'bandwidth': 43.99336496405592})]",62.49095010757446
0,zelnik2,naive_avg,Optunity,FIXED,-0.1411435872389967,"[('HDBSCAN', {'min_cluster_size': 12.789598206562268}), ('HDBSCAN', {'min_cluster_size': 15.506796874999994}), ('HDBSCAN', {'min_cluster_size': 26.13785393780705}), ('HDBSCAN', {'min_cluster_size': 14.260703124999994}), ('HDBSCAN', {'min_cluster_size': 22.632651562353033}), ('KMeans', {'n_clusters': 13.614607666884755}), ('KMeans', {'n_clusters': 28.290786628409734}), ('KMeans', {'n_clusters': 19.821562499999995}), ('KMeans', {'n_clusters': 21.6809375}), ('KMeans', {'n_clusters': 20.114107296350298}), ('MeanShift', {'bandwidth': 13.05086450782818}), ('MeanShift', {'bandwidth': 0.2997306878648103}), ('MeanShift', {'bandwidth': 32.44533593749999}), ('MeanShift', {'bandwidth': 40.98124567021039}), ('MeanShift', {'bandwidth': 19.9480890629838})]",118.96482157707214
1,zelnik2,naive_avg,Optunity,BINARY,-0.01111308792767,"[('HDBSCAN', {'min_cluster_size': 24.733924555834495}), ('HDBSCAN', {'min_cluster_size': 3.225885751977518}), ('KMeans', {'n_clusters': 18.391347765676176}), ('KMeans', {'n_clusters': 27.507328971467047}), ('MeanShift', {'bandwidth': 15.835413943997217}), ('MeanShift', {'bandwidth': 0.19756842619576886})]",58.43371939659119
2,zelnik2,naive_avg,Optunity,ALG_NUMBER,0.2633310545750011,"[('HDBSCAN', {'min_cluster_size': 10.642031777472003}), ('KMeans', {'n_clusters': 17.3402248338598})]",61.65487551689148
0,smile1,naive_avg,SMAC HPO,FIXED,-0.0881005854672105,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 17,
  'HDBSCAN_1_min_cluster_size': 2,
  'HDBSCAN_2_min_cluster_size': 12,
  'HDBSCAN_3_min_cluster_size': 25,
  'HDBSCAN_4_min_cluster_size': 8,
  'KMeans_0_n_clusters': 27,
  'KMeans_1_n_clusters': 27,
  'KMeans_2_n_clusters': 21,
  'KMeans_3_n_clusters': 13,
  'KMeans_4_n_clusters': 24,
  'MeanShift_0_bandwidth': 18.6669346779585,
  'MeanShift_1_bandwidth': 48.5823287413456,
  'MeanShift_2_bandwidth': 19.5603479206562,
  'MeanShift_3_bandwidth': 0.5761491235346,
  'MeanShift_4_bandwidth': 37.0054664753377,
})",171.84506630897522
1,smile1,naive_avg,SMAC HPO,BINARY,0.0743466495056501,"Configuration(values={
  'HDBSCAN_0': np.False_,
  'HDBSCAN_1': np.False_,
  'HDBSCAN_2': np.False_,
  'HDBSCAN_3': np.True_,
  'HDBSCAN_4': np.False_,
  'KMeans_0': np.False_,
  'KMeans_1': np.False_,
  'KMeans_2': np.True_,
  'KMeans_3': np.True_,
  'KMeans_4': np.False_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.True_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.False_,
  'HDBSCAN_3_min_cluster_size': 27,
  'KMeans_2_n_clusters': 27,
  'KMeans_3_n_clusters': 21,
  'MeanShift_2_bandwidth': 29.8722287463024,
})",110.71263360977171
2,smile1,naive_avg,SMAC HPO,ALG_NUMBER,0.33,"Configuration(values={
  'HDBSCAN': 0,
  'KMeans': 1,
  'MeanShift': 0,
  'KMeans_0_n_clusters': 11,
})",92.20288062095642
0,smile1,naive_avg,SMAC BB,FIXED,-0.0211565162736922,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 12,
  'HDBSCAN_1_min_cluster_size': 25,
  'HDBSCAN_2_min_cluster_size': 1,
  'HDBSCAN_3_min_cluster_size': 20,
  'HDBSCAN_4_min_cluster_size': 25,
  'KMeans_0_n_clusters': 30,
  'KMeans_1_n_clusters': 30,
  'KMeans_2_n_clusters': 30,
  'KMeans_3_n_clusters': 20,
  'KMeans_4_n_clusters': 14,
  'MeanShift_0_bandwidth': 0.1386566480085,
  'MeanShift_1_bandwidth': 49.9999928747532,
  'MeanShift_2_bandwidth': 24.4782081391264,
  'MeanShift_3_bandwidth': 33.6670870527335,
  'MeanShift_4_bandwidth': 27.4129674035543,
})",240.69965171813965
1,smile1,naive_avg,SMAC BB,BINARY,0.1606179016778214,"Configuration(values={
  'HDBSCAN_0': np.False_,
  'HDBSCAN_1': np.True_,
  'HDBSCAN_2': np.False_,
  'HDBSCAN_3': np.False_,
  'HDBSCAN_4': np.True_,
  'KMeans_0': np.False_,
  'KMeans_1': np.False_,
  'KMeans_2': np.False_,
  'KMeans_3': np.False_,
  'KMeans_4': np.True_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.True_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.False_,
  'HDBSCAN_1_min_cluster_size': 1,
  'HDBSCAN_4_min_cluster_size': 8,
  'KMeans_4_n_clusters': 18,
  'MeanShift_2_bandwidth': 2.5037783238892,
})",154.53402090072632
2,smile1,naive_avg,SMAC BB,ALG_NUMBER,0.1526529252980765,"Configuration(values={
  'HDBSCAN': 3,
  'KMeans': 1,
  'MeanShift': 0,
  'HDBSCAN_0_min_cluster_size': 13,
  'HDBSCAN_1_min_cluster_size': 18,
  'HDBSCAN_2_min_cluster_size': 23,
  'KMeans_0_n_clusters': 23,
})",141.6307656764984
0,smile1,naive_avg,SMAC AC,FIXED,-0.1270330124950817,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 16,
  'HDBSCAN_1_min_cluster_size': 16,
  'HDBSCAN_2_min_cluster_size': 16,
  'HDBSCAN_3_min_cluster_size': 16,
  'HDBSCAN_4_min_cluster_size': 16,
  'KMeans_0_n_clusters': 16,
  'KMeans_1_n_clusters': 16,
  'KMeans_2_n_clusters': 16,
  'KMeans_3_n_clusters': 16,
  'KMeans_4_n_clusters': 16,
  'MeanShift_0_bandwidth': 25.05,
  'MeanShift_1_bandwidth': 25.05,
  'MeanShift_2_bandwidth': 25.05,
  'MeanShift_3_bandwidth': 25.05,
  'MeanShift_4_bandwidth': 25.05,
})",128.9603123664856
1,smile1,naive_avg,SMAC AC,BINARY,0.082647014408864,"Configuration(values={
  'HDBSCAN_0': np.True_,
  'HDBSCAN_1': np.True_,
  'HDBSCAN_2': np.False_,
  'HDBSCAN_3': np.True_,
  'HDBSCAN_4': np.True_,
  'KMeans_0': np.False_,
  'KMeans_1': np.False_,
  'KMeans_2': np.False_,
  'KMeans_3': np.True_,
  'KMeans_4': np.False_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.False_,
  'HDBSCAN_0_min_cluster_size': 19,
  'HDBSCAN_1_min_cluster_size': 16,
  'HDBSCAN_3_min_cluster_size': 28,
  'HDBSCAN_4_min_cluster_size': 12,
  'KMeans_3_n_clusters': 16,
})",91.20796036720276
2,smile1,naive_avg,SMAC AC,ALG_NUMBER,0.0921948283872882,"Configuration(values={
  'HDBSCAN': 2,
  'KMeans': 0,
  'MeanShift': 1,
  'HDBSCAN_0_min_cluster_size': 1,
  'HDBSCAN_1_min_cluster_size': 18,
  'MeanShift_0_bandwidth': 5.1853955349179,
})",78.47319102287292
